PreguntaOn,PreguntaOff,Colors,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,On.stopped,Off.started,CondicionOff.started,Off.stopped,On1.started,text.started,On1.stopped,On2.started,text_2.started,On2.stopped,On3.started,text_3.started,On3.stopped,On4.started,text_4.started,On4.stopped,On5.started,text_5.started,On5.stopped,On6.started,text_6.started,On6.stopped,On7.started,text_7.started,On7.stopped,On8.started,text_8.started,On8.stopped,On9.started,text_9.started,On9.stopped,FInalizacion.started,FinPrueba.started,mouse_2.started,FInalizacion.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,233.27632359999916,,,,,,,,,,,,,,,233.2469076999987,233.27632359999916,234.22925140000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,234.25931519999904,,,,,,,,,,,,,,,234.22960129999956,234.25931519999904,235.2280479000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,235.2582483999995,,,,,,,,,,,,,,,235.22839380000005,235.2582483999995,236.24403559999882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,236.27355759999955,,,,,,,,,,,,,,,236.24443149999934,236.27355759999955,237.24519200000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,237.27263029999995,,,,,,,,,,,,,,,237.2455274999993,237.27263029999995,238.2425199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,238.27178730000014,,,,,,,,,,,,,,,238.24283389999982,238.27178730000014,239.24392409999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,239.27087380000012,,,,,,,,,,,,,,,239.24421540000003,239.27087380000012,240.25934929999858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,240.28617080000004,,,,,,,,,,,,,,,240.2597982999996,240.28617080000004,241.25789900000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,241.28534629999922,,,,,,,,,,,,,,,241.25841620000028,241.28534629999922,242.2577967999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,242.28484599999865,,,,,,,,,,,,,,,242.25810359999923,242.28484599999865,243.23995490000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,243.26783169999908,,,,,,,,,,,,,,,243.24021679999896,243.26783169999908,244.25396790000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,244.28358300000036,,,,,,,,,,,,,,,244.25422999999864,244.28358300000036,245.23800870000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,245.26579929999934,,,,,,,,,,,,,,,245.23831299999983,245.26579929999934,246.25340999999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,246.28140819999862,,,,,,,,,,,,,,,246.25373129999934,246.28140819999862,247.23451810000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,247.2643240999987,,,,,,,,,,,,,,,247.23483459999989,247.2643240999987,248.23568460000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,248.26356589999887,,,,,,,,,,,,,,,248.23594830000002,248.26356589999887,249.2490904999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.24919149999914,249.26418980000017,269.2319582,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,269.26155839999956,,,,,,,,,,,,,,,269.24416439999914,269.26155839999956,270.2327368999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,270.2604596000001,,,,,,,,,,,,,,,270.23303080000005,270.2604596000001,271.23061119999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,271.25969819999955,,,,,,,,,,,,,,,271.2308737000003,271.25969819999955,272.23118169999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,272.25925429999916,,,,,,,,,,,,,,,272.2315097999999,272.25925429999916,273.22819290000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,273.25781469999856,,,,,,,,,,,,,,,273.2284774,273.25781469999856,274.246547499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,274.2737529999995,,,,,,,,,,,,,,,274.24681260000034,274.2737529999995,275.2435569999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,275.27289070000006,,,,,,,,,,,,,,,275.2438724000003,275.27289070000006,276.261559999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,276.2882446000003,,,,,,,,,,,,,,,276.2620855999994,276.2882446000003,277.25840459999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,277.2875723999987,,,,,,,,,,,,,,,277.25871819999884,277.2875723999987,278.2434276999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,278.270144099999,,,,,,,,,,,,,,,278.2440874999993,278.270144099999,279.25678789999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,279.286312799999,,,,,,,,,,,,,,,279.25710739999886,279.286312799999,280.24174689999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,280.26905199999965,,,,,,,,,,,,,,,280.2423848999988,280.26905199999965,281.2435095000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,281.26745329999903,,,,,,,,,,,,,,,281.24456699999973,281.26745329999903,282.2384476999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,282.2664685,,,,,,,,,,,,,,,282.2387173999996,282.2664685,283.2366192999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,283.2663857999996,,,,,,,,,,,,,,,283.23688109999966,283.2663857999996,284.2374385000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,284.2653749000001,,,,,,,,,,,,,,,284.2377209999995,284.2653749000001,285.25156979999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,285.2809404999989,,,,,,,,,,,,,,,285.2518519999994,285.2809404999989,286.23362409999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,286.2636027999997,,,,,,,,,,,,,,,286.23399900000004,286.2636027999997,287.233261899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,287.26271799999995,,,,,,,,,,,,,,,287.23353510000015,287.26271799999995,288.2337095999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,288.2616203999987,,,,,,,,,,,,,,,288.2340031999993,288.2616203999987,289.24817710000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.24825769999916,289.2630644000001,309.24763989999883,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,309.2774852000002,,,,,,,,,,,,,,,309.2600051999998,309.2774852000002,310.22950429999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,310.2598462999995,,,,,,,,,,,,,,,310.22980519999874,310.2598462999995,311.2314430999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,311.2588065,,,,,,,,,,,,,,,311.2319803999999,311.2588065,312.2284523999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,312.25790249999955,,,,,,,,,,,,,,,312.22880540000006,312.25790249999955,313.2317305999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,313.2572509999991,,,,,,,,,,,,,,,313.23222579999856,313.2572509999991,314.2449177999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,314.2723712999996,,,,,,,,,,,,,,,314.24534250000033,314.2723712999996,315.25858530000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,315.2886546999998,,,,,,,,,,,,,,,315.2588902999996,315.2886546999998,316.24391019999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,316.2710713999986,,,,,,,,,,,,,,,316.2445014999994,316.2710713999986,317.2572788999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,317.2873534999999,,,,,,,,,,,,,,,317.25759089999883,317.2873534999999,318.2419248999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,318.2690580999988,,,,,,,,,,,,,,,318.2426532999998,318.2690580999988,319.24085729999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,319.2678500000002,,,,,,,,,,,,,,,319.2412406000003,319.2678500000002,320.2397241999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,320.26694569999927,,,,,,,,,,,,,,,320.2400199999993,320.26694569999927,321.2396270999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,321.2667325000002,,,,,,,,,,,,,,,321.24018389999947,321.2667325000002,322.2362577999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,322.26550979999956,,,,,,,,,,,,,,,322.23654369999895,322.26550979999956,323.2354634000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,323.2650486000002,,,,,,,,,,,,,,,323.2357601999993,323.2650486000002,324.2510181999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,324.28057179999996,,,,,,,,,,,,,,,324.2513256000002,324.28057179999996,325.23562969999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,325.2631067000002,,,,,,,,,,,,,,,325.2361019,325.2631067000002,326.2329248999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,326.26258769999913,,,,,,,,,,,,,,,326.23324929999944,326.26258769999913,327.2488581999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,327.2784097999993,,,,,,,,,,,,,,,327.24925989999974,327.2784097999993,328.23285659999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,328.26082529999985,,,,,,,,,,,,,,,328.2331734999989,328.26082529999985,329.2482822999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.2483425999999,329.27669739999874,349.22948449999967,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,349.2591687999993,,,,,,,,,,,,,,,349.2420912999987,349.2591687999993,350.23058560000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,350.25842190000003,,,,,,,,,,,,,,,350.23102669999935,350.25842190000003,351.2442143999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,351.274227599999,,,,,,,,,,,,,,,351.24447879999934,351.274227599999,352.24539709999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
